1.23,Resource Table,Extensions.Temporal Coverage,Specifies temporal coverage extension that can be added to core metadata.,0..many,-- see Temporal Coverage Metadata Set,Section 4.16,--,<ms:Extensions><ms:TemporalCoverage>...example content...</ms:TemporalCoverage></ms:Extensions>,,
1.24,Resource Table,Extensions.Geospatial Coverage,Specifies geospatial coverage extension that can be added to core metadata.,0..many,-- see Geospatial Coverage Metadata Set,Section 4.17,--,<ms:Extensions><ms:GeospatialCoverage>...example content...</ms:GeospatialCoverage></ms:Extensions>,,
1.25,Resource Table,Extensions.HLA Coverage,Specifies HLA coverage extension that can be added to core metadata.,0..1,-- see HLA Coverage Metadata Set,Section 4.18,--,<ms:Extensions><ms:HLACoverage>...example content...</ms:HLACoverage></ms:Extensions>,,
1.26,Resource Table,Extensions.VVA Coverage,Specifies additional VV&A coverage aspects that can be added to core metadata.,0..1,-- see VVA Coverage Metadata Set,Section 4.19,--,<ms:Extensions><ms:VVACoverage>...example content...</ms:VVACoverage></ms:Extensions>,,
1.27,Resource Table,Extensions.Resource Management,Specifies configuration management aspects that can be added to the core metadata.,0..1,-- see Resource Management Metadata Set,Section 4.20,--,<ms:Extensions><ms:ResourceManagement>...example content...</ms:ResourceManagement></ms:Extensions>,,
1.28,Resource Table,RelatedResources.Resource,Specifies references to original source material used to develop or derive the Resource.,0..1,-- see Related Resources Metadata Set,Section 4.21,--,<ms:RelatedResources><ms:Resource>...example content...</ms:Resource></ms:RelatedResources>,,
1.29,Resource Table,RelatedTaxonomy.Taxonomy,"Specifies taxonomies pertaining to a domain vocabulary source, which may be used in describing the M&S Resource.",0..1,-- see Related Taxonomy Metadata Set,Section 4.22,--,<ms:RelatedTaxonomy><ms:Taxonomy>...example content...</ms:Taxonomy></ms:RelatedTaxonomy>,,
1.3,Resource Table,Releasability,Information about the releasability of the Resource.,1,-- see Releasability Metadata Set,Section 4.23,--,<ms:Releasability>...example content...</ms:Releasability>,,
1.31,Resource Table,Security,Information about the security of the Resource.,1,-- see Security Metadata Set (Top Level),Section 4.24,--,<ms:Security>...example content...</ms:Security>,,
1.32,Resource Table,other,Specifies other data deemed relevant by the author of the Resource.,0..many,any,,na,</ms:Resource>,,
2,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
2.01,Metacard Info,metacardID,Unique identifier associated with the Metacard of the Resource being described.,1,URI,"It may be possible for the ResourceID (See Table 4-1) and MetacardID to have corresponding IDs. For those creating Resources and/or generating metacards, please check with the practices of your organization or the repository/catalog for which you are posting your Resource and Resource metacard.",Ballistic Model Algorithm,"<ms:metacardID=""2342342"">",,
2.02,Metacard Info,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Title component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.22).",Short Range Trajectory,"<ms:taxonomy=""missiles"">",,
2.03,Metacard Info,Dates,A calendar date associated with an event in the life cycle of the metacard.,1..many,-- see Date Metadata Set,,-- see Table 4.8b for example,<ms:Dates/>,,
2.04,Metacard Info,POC,Specifies an organization or a person that has a significant level of responsibility or ownership pertaining to M&S metacard.,1..many,-- see POC Metadata Set,Section 4.12,-- see Table 4.12b for example,<ms:POC/>,,
2.05,Metacard Info,Releasability,Information about the releasability of the metacard.,0..1,-- see Releasability Metadata Set,Section 4.23,-- see Table 4.23b for example,<ms:Releasability/>,,
2.06,Metacard Info,Security,Information about the security of the metacard.,0..1,-- see Security Metadata Set (Sublevel - Optional),Section 4.24,-- see Table 4.24b for example,<ms:Security/>,,
2.07,Metacard Info,other,Specifies other title information deemed relevant by the author of the metacard.,0..many,any,,na,</ms:MetacardInfo>,,
3,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
3.01,Title Table,title,"A name, or names, assigned to the Resource.",1,text,"Typically, a title will be a name by which the Resource is formally known. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",Ballistic Model Algorithm,"<ms:title=""Ballistic Model Algorithm"">",,
3.02,Title Table,subtitle,"A subtitle may be any form of the title used as a substitute, or it may be an alternative to the formal title of the Resource.",0..1,text,"Typically, a subtitle will be a name by which the Resource may also be known or provides amplifying information about the Resource. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",Short Range Trajectory,"<ms:subtitle=""Short Range Trajectory"">",,
3.03,Title Table,acronym,An acronym used to also identify the Resource.,0..1,text,"Typically, an acronym will be an identifier by which the Resource may also be known.",BMA-SRT,"ms:acronym=""BMA-SRT""",,
3.04,Title Table,documentNumber,An alphanumeric identifier for an information Resource that is assigned by the configuration manager for this type of Resource.,0..1,text,"Often an asset may be identified by a specific unique number, which may contain alphanumeric characters. Note: if a documentNumber is not assigned, then the Source.Location identifier (found in Table 4-10a) should be present.",ALGO_1523.13,"ms:documentNumber=""ALGO_1523.13"">",,
3.05,Title Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Title component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.16).",ballistic-flight,"ms:taxonomy=""ballistic-flight"">",,
3.06,Title Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,-- see Table 4.23b for example,<ms:Releasability/>,,
3.07,Title Table,Security,Information about the security of the title information.,1,-- see Security Metadata Set (Sublevel - Required),Section 4.24,-- see Table 4.24b for example,<ms:Security/>,,
3.08,Title Table,other,Specifies other title information deemed relevant by the author of the Resource.,0..many,any,,na,</ms:Title>,,
4,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
4.01,Version Table,value,A version identifier value assigned to the Resource.,1,text,"A version may be an internal, external, and/or universal identification label for representing an M&S Resource by means of a string or number conforming to a formal identification system. An example of an identifier would be an International Standard Serial Number (ISSN).",1,"<ms:Version ms:value=""1.0""/>",,
4.02,Version Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,-,na,,,
5,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
5.01,Description Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Description component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.16). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",ballistic-flight,"<ms:Description ms:taxonomy=""ballistic-flight"">",,
5.02,Description Table,Text,Reflects the narrative associated with the description.,1,text,"Typically, a description will provide the context and scope of the M&S Resource. For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",algorithm used for high fidelity short range attack #mortars,"<ms:Text>""algorithm used for high fidelity short range attack #mortars""</ms:Text>",,
5.03,Description Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,-- see Table 4.23b for example,<ms:Releasability/>,,
5.04,Description Table,Security,Information about the security of the title information.,1,-- see Security Metadata Set (Sublevel - Required),Section 4.24,-- see Table 4.23b for example,<ms:Security/>,,
5.05,Description Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,na,</ms:Description>,,
6,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Information,XML Format,,
6.01,Usage Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Usage component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 5.17). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",Missile_Defense,"<ms:Usage ms:taxonomy=""Missile_Defense"">",,
6.02,Usage Table,Purpose,This field specifies the purpose for which the Resource was developed or used.,1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",To model short range projectile accuracy,<ms:Purpose>To test short range projectile accuracy</ms:Purpose>,,
6.03,Usage Table,ApplicationDomain.value,Specifies the type or class of application to which the Resource pertains.,0..1,"analysis, training, t&e, engineering, acquisition, planning, assessment, doctrine, logistics, support to ops, intelligence, other text",,Test and Evaluation,"<ms:ApplicationDomain ms:value=""test and evaluation""/>",,
6.04,Usage Table,Limitations,This field specifies any known applications for which this Resource has been found not to be appropriate.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",Not intended for elevations above 3K ft,<ms:Limitations> Not intended for elevations above 3K ft</ms:Limitations>,,
6.05,Usage Table,Experience,Specifies a description of where the Resource has been used in the construction of other object models. A date and POC can be provided with each History log.,0..1,-- see Experience Metadata Set,"Section 4.7, previously called History",-- see Experience Metadata Set for Example,<ms:Experience/>,,
6.06,Usage Table,Language,The primary language of the intellectual content of the Resource.,0..1,Based on DDMS,,,,,
6.07,Usage Table,qualifier,The value that specifies the originating agency or discipline of the language vocabulary.,0..1,text,"Specifies the domain vocabulary of which the Language Value is a member. ISO 639-1 and ISO 639-2, Codes for the representation of names of languages, reference 2 and 3 digit language codes. (Follows DDMS convention)",ISO 639-1,"<ms:Language ddms:qualifier=""ISO 639-1"" ddms:value=""fr""/>",,
6.08,Usage Table,value,The identification of the content language.,0..1,text,The identification of the content language. Must be a valid code from the vocabulary specified in the Language Qualifier. (Follows DDMS convention),fr,,,
6.09,Usage Table,other (Language),Specifies other language information deemed relevant by the author of the Resource.,0..many,text,,,,,
6.1,Usage Table,Capability,Specifies the capabilities ascribed to the usage of the Resource,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",capable for use in seaboard experiments,<ms:Capability>capable for use in seaboard experiments</ms:Capability>,,
6.11,Usage Table,ProductionMetric,A categorization scheme whose values and use are defined by DDNI-A.,0..1,,"The productionMetric element must be marked according to CAPCO guidelines, the IC ISM Data Dictionary and the IC ISM Schema Guide.",,,,
6.12,Usage Table,subject,An attribute of productionMetric that holds a method of categorizing the subject of a document in a fashion understandable by DDNI-A.,1,text,,WEATHER,"<ms:productionMetric ms:subject=""WEATHER""/>",,
6.13,Usage Table,coverage,An attribute of productionMetric that holds a method of categorizing the coverage of a document in a fashion understandable by DDNI-A.,1,text,,AFG,"<ms:coverage=""AFG""/>",,
6.14,Usage Table,other (ProductionMetric),Specifies other usage information deemed relevant by the author of the Resource.,0..1,text,,,,,
6.15,Usage Table,NonStateActor,Non-state actors that are within the scope of coverage for the described item.,0..1,text,"The nonStateActor element must be marked according to CAPCO guidelines, the IC ISM Data Dictionary and the IC ISM Schema Guide.",Launcher,"<ms:NonStateActor order=""1"">Launcher</ms:NonStateActor>",,
6.16,Usage Table,order,An attribute of nonStateActor that specifies a user-defined order of an element within the given document.,0..1,text,"All elements in the document which specify the order attribute should be interpreted as entries in a single, ordered list even though they may appear on different elements. Values must be sequential, starting at 1, and may not contain duplicates.",1,,,
6.17,Usage Table,other (NonStateActor),Specifies other usage information deemed relevant by the author of the Resource.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable in the value cited in the supporting taxonomy attribute.",,,,
6.18,Usage Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,-- see Releasability Metadata Set for example,<ms:Releasability/>,,
6.19,Usage Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel - Optional),Section 4.24,-- see Security Metadata Set for example,<ms:Security/>,,
6.2,Usage Table,other (Security),Specifies other usage information deemed relevant by the author of the Resource.,0..many,any,,na,,,
7,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
7.01,Rating Table,rating,Identifies a set of values from 1 to 5 to show value of asset by experienced user,0..1,"Poor, Fair, Average, Good, Excellent, other","Typically: Poor = 1 star, Fair = 2 stars, Average = 3 stars, Good = 4 stars, Excellent = 5 stars",used,"<ms:rating=""used"" />",,
7.02,Rating Table,reviewTitle,Identifies a title for the user's review,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Good fit for supporting littoral warfare,"<ms:reviewTitle=""Good fit for supporting littoral warfare"" />",,
7.03,Rating Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Experience component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 5.17). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",,,,
7.04,Rating Table,Date,Identifies the historical date the Resource was used.,0..1,,,,,,
7.05,Rating Table,value,The type of date being represented for a specific state of the Resource.,1,"created, posted, accepted, modified, validTil, infoCutOff, used, VV, accreditation, retired, last verified, other text",,2007-10-01,"<ms:value=""2007-10-01"" />",,
7.06,Rating Table,type,This field identifies the specific date being disclosed.,1,YYYY-MM-DD,,used,"<ms:type=""used"" />",,
7.07,Rating Table,Review,Used to describe the experience pertaining to the historical use of a Resource.,1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Successful in supporting joint and coalition littoral warfare exercises October 2007,<ms:Review>Successful in supporting joint and coalition littoral warfare exercises October 2007</ms:Review>,,
7.08,Rating Table,POCref,Identifies the specific POC reporting the use history experience.,0..1,-- see how it is specified in Rights Metadata Set,Identifies a POC reference including id and name,,,,
7.09,Rating Table,Person.personID,,,,,345,"<ms:personID=""345"" />",,
7.1,Rating Table,Person.Name,,,,,,,,
7.11,Rating Table,first,First,,,,Samuel,"<ms:first=""Samuel"" />",,
7.12,Rating Table,middle,Middle,,,,Albert,"<ms:middle=""Albert"" />",,
7.13,Rating Table,last,Last,,,,Drake,"<ms:last=""Drake"" />",,
7.14,Rating Table,other,Specifies other history information deemed relevant by the author of the Resource.,0..many,any,,---,---,,
8,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
8.01,Date Table,value,This field identifies the specific date being disclosed for the Resource.,1,YYYY-MM-DD,YYYY: 0000 through current year; MM: 01 through 12 (month); DD: 01 through 31 (day),2007-08-13,"<ms:value=""2007-08-13"" />",,
8.02,Date Table,type,The type of date being represented for a specific state of the Resource.,1,"created, posted, accepted, modified, validTil, infoCutOff, used, VV, accreditation, retired, last_verified, other text","At least one date value should be provided, which should be the creation date. Other dates as identified in the enumerated list, if known, should also be provided. Additionally, the enumerated list is extensible and can include other date types. Date type is also used to mark a Usage.History entry, see Section 4.13.",created,"<ms:type=""created"" />",,
8.03,Date Table,other,Specifies other information deemed relevant by the author of the Resource.,0..many,any,,na,"<ms:other=""na"" />",,
9,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
9.01,Rights Table,privacy act,An indicator that this Resource is categorized as containing personal information subject to protection by the Privacy Act.,0..1,boolean,A yes/no value used to specify applicability of the rights. The default is “false.”,FALSE,"<ddms:privacyAct=""false"" />",,
9.02,Rights Table,intellectual property,An indicator identifying Resources under protection against reproduction and distribution without the express written permission of the intellectual property rights owner.,0..1,boolean,A yes/no value used to specify applicability of the rights. The default is “false.”,FALSE,"<ddms:intellectualProperty=""false"" />",,
9.03,Rights Table,copyright,An indicator identifying Resources under protection against reproduction and distribution without the express written permission of the copyright owner.,0..1,boolean,A yes/no value used to specify applicability of the rights. The default is “false.”,FALSE,"<ddms:copyright=""false"" />",,
9.04,Rights Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Rights component.",0..1,text,"The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.22). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",,,,
9.05,Rights Table,POCref,Specifies a reference to an organization or a person who holds Intellectual Property (IP) or copyright pertaining to M&S Resource.,0..many,,,,,,
9.06,Rights Table,Person,Identifies a Person,1,,Person or Org (only one selected per POC identified).,,,,
9.07,Rights Table,.personID,Unique identifier associated to a Person,0..1,text,,345,"<ms:personID=""345"" />",,
9.08,Rights Table,.Name,Name of the person,1,text,,Samuel,"<ms:name=""Samuel"" />",,
9.09,Rights Table,.first,First Name of the person,1,text,,Samuel,"<ms:first=""Samuel"" />",,
9.1,Rights Table,.middle,Middle Name of the person,0..1,text,,,,,
9.11,Rights Table,.last,Last Name of the person,1,text,,Drake,"<ms:last=""Drake"" />",,
9.12,Rights Table,Org,Identifies an Organization,1,,,,,,
9.13,Rights Table,.organizationID,References the organization ID,0..1,text,,321,"<ms:organizationID=""321"" />",,
9.14,Rights Table,.Name.value,Identifies the name of the organization,1,text,,SprocketSim,"<ms:value=""SprocketSim"" />",,
9.15,Rights Table,Text,Provides a description of the POC that may be helpful,0..1,text,,Org w SBIR data rights,<ms:Text>Org w SBIR data rights</ms:Text>,,
9.16,Rights Table,other,Specifies other rights information deemed relevant by the author of the Resource.,0..many,any,,na,"<ms:other=""na"" />",,
10,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
10,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
10.01,Type Table,type,"Type includes terms describing general categories, functions, genres, or aggregation levels for content.",1,"software, tool, federation, software_component, service, data, data_model, interface_model_specification, resource_document, other text",Recommended best practice is to select a value from a controlled vocabulary.,software_component,"<ms:type=""software_component"" />",,
10.01,Source Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Rights component.",0..1,text,"The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.22). If taxonomy was identified by the Resource component, one does not need to be identified here unless the taxonomy being used for describing this component is different.",logistics_support,"<ms:taxonomy=""logistics_support"" />",,
10.02,Type Table,subtype,Identifies subtype of Resource.,0..1,text,Depends on Type value.,C++,"<ms:subtype=""C++"" />",,
10.02,Source Table,Format,The physical or digital manifestation of the Resource.,0..1,,Derived from DDMS,Digital,<ddms:medium>Digital</ddms:medium>,,
10.03,Type Table,ads-designation,Identifies Authoritative Data Source Designation.,0..1,"Category I, Category II, Category III, Authoritative - T, Approved - T, Other - T, other text","A data source whose products have undergone producer data verification, validation, and certification activities.",Category I,"<ms:ads-designation=""Category I"" />",,
10.03,Source Table,mime type,The MIME type for the product object to which this metadata applies.,1,text,"The Internet Source Type [MIME] of the Resource. The MIME type is expressed as: category/specific-type, such as “image/gif”. A comprehensive list of existing MIME types is available on the Internet at http://www.iana.org/assignments/media-types/.","Text/XML, String",<ddms:mimeType>Text/XML</ddms:mimeType>,,
10.04,Type Table,taxonomy,"Specifies a taxonomy identifier pertaining to a domain vocabulary source, which is applicable in describing the Type component.",0..1,text,"Any component within an MSC-DMS based metacard, which describes or reflects unique semantic information, can be marked by a specific taxonomy identifier to increase semantic interoperability. The value of the taxonomy attribute should match with an identifier value associated within a Related Taxonomy (see Section 4.22).",,,,
10.04,Source Table,extent,"A related data size, compression rate, or pixel size (etc.) of the Resource.",0..1,,,"75000, http://www.dms.gov/id=2348923498732",<ddms:value>75000</ddms:value>,,
10.05,Type Table,Releasability,Information about the releasability of the title information.,0..1,-,"See Releasability Metadata Set, Section 4.23",--see Table 4.23b for example,<ms:Releasability />,,
10.05,Source Table,qualifier,A vocabulary that specifies the type of format extent that will be supplied.,0..1,text,"The qualifier attribute indicates the type of extent value listed. In the case of data bytes, it may indicate 'byte size'. In the case of a document length, it may indicate 'page count'. In the case of streaming content, it may indicate 'bits per second' or 'frames per second'.","byte size, URI",<ddms:qualifier>byte size</ddms:qualifier>,,
10.06,Type Table,Security,Information about the security of the Resource.,0..1,-,"See Security Metadata Set (Sublevel – Optional), Section 4.24",--see Table 4.24b for example,<ms:Security />,,
10.06,Source Table,value,"A related data size, compression rate, or pixel size (etc.) of the Resource.",0..1,text,,"75000, URI",<ddms:value>75000</ddms:value>,,
10.07,Type Table,other,Specifies other type information deemed relevant by the author of the Resource.,0..many,any,-,na,"<ms:other=""na"" />",,
10.07,Source Table,medium,The physical medium or instantiation of the Resource.,0..1,text,Type used to model the medium attribute of the ddms,,,,
10.08,Source Table,component,Digital,<ddms:medium>Digital</ddms:medium>,,,,,,
10.09,Source Table,CodeLanguage,The code language used to create the source asset,0..many,"Ada, C/C++, C#, Fortran, HTML, Java, JavaScript, Objective-C, Pascal, PHP, SQL, XML, other","A pick list of enumerated values is provided to the creator of the metacard, but other values can be entered.",Java,<ms:CodeLanguage>Java</ms:CodeLanguage>,,
10.1,Source Table,Location,"The location identifier addresses which may be used to access the information Resource content, e.g., a URI or file system location.",0..many,URI,"Note: if a Location is not assigned, then the Title.documentIdentifier (found in Table 4-3a) should be present.","http://smmodelsrus.com/software, http://www.simdeleverance.com","<ms:Location ms:value=""http://smmodelsrus.com/software"" />",,
10.11,Source Table,Description,This field provides an account of the media.,0..1,text,"For clarity within the text, a hashtag value in the form #word can be used to identify any term that is discoverable within the taxonomy identified in the supporting taxonomy attribute.",Used with any Java VM,<ms:Description>Used with any Java VM</ms:Description>,,
10.12,Source Table,Releasability,Information about the releasability of the title information.,0..1,-- see Releasability Metadata Set,Section 4.23,--see Table 4.23b for example,<ms:Releasability />,,
10.13,Source Table,Security,Information about the security of the Resource.,0..1,-- see Security Metadata Set (Sublevel – Optional),Section 4.24,--see Table 4.24b for example,<ms:Security />,,
10.14,Source Table,other,Specifies other media information deemed relevant by the author of the Resource.,0..many,any,,na,"<ms:other=""na"" />",,
11,Top Level Table,Metadata Component,Description,Occurs,Values,Comment,Example,XML,,
11.01,POC Table,role,This field specifies the role that the POC has with respect to the Resource Metacard.,0..1,"primary author, contributor, publisher, proponent, sponsor, release authority, IP holder, copyright holder, technical POC, unspecified, other text",Prior to version 1.4 this originally was represented as an XML Element within a POC. Role is not supported by the Contact Metadata Set.,"technical POC (<ms:POC role=""technical POC"">)","contributor (<ms:POC role=""contributor"">)",,
11.02,POC Table,choice=Person,Specifies person.,0..1,-- see Person Metadata Set,Section 5.2,"<ms:Person> 
 <ms:Name ms:title=""Mr."" ms:first=""John"" ms:middle=""Michael"" ms:last=""Davidson""/>",-,,
11.03,POC Table,choice=PersonRef,Specifies reference to a person.,0..1,-- see Person Metadata Set,Section 5.2,<ms:PersonID>231</ms:PersonID>,-,,
11.04,POC Table,choice=Organization,Specifies organization.,0..1,-- see Organization Metadata Set,Section 5.3,-,"<ms:Organization ms:organizationID=""256"" ms:parentID=""255""/>",,
11.05,POC Table,choice=OrgRef,Specifies references to an organization.,0..1,-- see Organization Metadata Set,Section 5.3,-,"<ms:Name ms:value=""SprocketSim, Inc""/>",,
